"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"23:07:18.3808736","svchost.exe","3804","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.2343750 seconds, Private Bytes: 1,933,312, Working Set: 6,541,312"
"23:07:18.3808745","svchost.exe","3860","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,286,144, Working Set: 4,882,432"
"23:07:18.3808754","MsMpEng.exe","3984","Process Profiling","","SUCCESS","User Time: 244.2187500 seconds, Kernel Time: 129.1406250 seconds, Private Bytes: 169,246,720, Working Set: 94,240,768"
"23:07:18.3808758","svchost.exe","4092","Process Profiling","","SUCCESS","User Time: 0.2812500 seconds, Kernel Time: 0.3437500 seconds, Private Bytes: 4,771,840, Working Set: 18,460,672"
"23:07:18.3808767","svchost.exe","4356","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,125,824, Working Set: 5,693,440"
"23:07:18.3808776","svchost.exe","4400","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,335,296, Working Set: 4,710,400"
"23:07:18.3808803","smsvchost.exe","4676","Process Profiling","","SUCCESS","User Time: 1.4062500 seconds, Kernel Time: 0.1718750 seconds, Private Bytes: 29,933,568, Working Set: 28,692,480"
"23:07:18.3808812","NisSrv.exe","1672","Process Profiling","","SUCCESS","User Time: 0.2656250 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 6,197,248, Working Set: 8,843,264"
"23:07:18.3808825","svchost.exe","5324","Process Profiling","","SUCCESS","User Time: 0.4531250 seconds, Kernel Time: 0.8437500 seconds, Private Bytes: 4,042,752, Working Set: 12,853,248"
"23:07:18.3808919","svchost.exe","148","Process Profiling","","SUCCESS","User Time: 0.4843750 seconds, Kernel Time: 0.6562500 seconds, Private Bytes: 6,995,968, Working Set: 20,795,392"
"23:07:18.3808959","esif_assist_64.exe","2968","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 1,478,656, Working Set: 4,726,784"
"23:07:18.3808968","sihost.exe","3468","Process Profiling","","SUCCESS","User Time: 2.0312500 seconds, Kernel Time: 1.9531250 seconds, Private Bytes: 6,455,296, Working Set: 22,634,496"
"23:07:18.3808977","svchost.exe","3556","Process Profiling","","SUCCESS","User Time: 0.6250000 seconds, Kernel Time: 0.5468750 seconds, Private Bytes: 6,701,056, Working Set: 24,068,096"
"23:07:18.3808986","svchost.exe","3616","Process Profiling","","SUCCESS","User Time: 5.1562500 seconds, Kernel Time: 0.9531250 seconds, Private Bytes: 7,090,176, Working Set: 28,725,248"
"23:07:18.3808995","taskhostw.exe","3764","Process Profiling","","SUCCESS","User Time: 0.5312500 seconds, Kernel Time: 1.1250000 seconds, Private Bytes: 7,041,024, Working Set: 15,978,496"
"23:07:18.3809008","DropboxUpdate.exe","3868","Process Profiling","","SUCCESS","User Time: 0.4218750 seconds, Kernel Time: 1.4218750 seconds, Private Bytes: 2,138,112, Working Set: 45,056"
"23:07:18.3809017","PresentationFontCache.exe","4128","Process Profiling","","SUCCESS","User Time: 0.3750000 seconds, Kernel Time: 0.4687500 seconds, Private Bytes: 30,388,224, Working Set: 18,890,752"
"23:07:18.3809026","svchost.exe","2680","Process Profiling","","SUCCESS","User Time: 5.5937500 seconds, Kernel Time: 2.1718750 seconds, Private Bytes: 3,702,784, Working Set: 14,974,976"
"23:07:18.3809035","svchost.exe","6316","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0937500 seconds, Private Bytes: 1,765,376, Working Set: 7,090,176"
"23:07:18.3809049","ctfmon.exe","6408","Process Profiling","","SUCCESS","User Time: 4.7500000 seconds, Kernel Time: 23.8593750 seconds, Private Bytes: 3,227,648, Working Set: 13,291,520"
"23:07:18.3809057","Explorer.EXE","6744","Process Profiling","","SUCCESS","User Time: 15.7656250 seconds, Kernel Time: 31.8750000 seconds, Private Bytes: 45,289,472, Working Set: 88,465,408"
"23:07:18.3809066","igfxEM.exe","6912","Process Profiling","","SUCCESS","User Time: 0.5781250 seconds, Kernel Time: 3.8281250 seconds, Private Bytes: 3,969,024, Working Set: 11,763,712"
"23:07:18.3809084","igfxHK.exe","6924","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 2,416,640, Working Set: 7,954,432"
"23:07:18.3809102","igfxTray.exe","6944","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.5937500 seconds, Private Bytes: 3,117,056, Working Set: 10,252,288"
"23:07:18.3809115","ShellExperienceHost.exe","6596","Process Profiling","","SUCCESS","User Time: 2.1718750 seconds, Kernel Time: 1.3593750 seconds, Private Bytes: 36,147,200, Working Set: 52,805,632"
"23:07:18.3809124","SearchUI.exe","3112","Process Profiling","","SUCCESS","User Time: 6.2343750 seconds, Kernel Time: 2.3125000 seconds, Private Bytes: 98,807,808, Working Set: 65,220,608"
"23:07:18.3809138","RuntimeBroker.exe","4660","Process Profiling","","SUCCESS","User Time: 0.5312500 seconds, Kernel Time: 0.3593750 seconds, Private Bytes: 5,193,728, Working Set: 18,038,784"
"23:07:18.3809147","nvtray.exe","7244","Process Profiling","","SUCCESS","User Time: 0.1875000 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 3,911,680, Working Set: 11,509,760"
"23:07:18.3809160","RuntimeBroker.exe","7456","Process Profiling","","SUCCESS","User Time: 1.2031250 seconds, Kernel Time: 0.9218750 seconds, Private Bytes: 7,110,656, Working Set: 14,565,376"
"23:07:18.3809173","svchost.exe","7564","Process Profiling","","SUCCESS","User Time: 0.5000000 seconds, Kernel Time: 0.2812500 seconds, Private Bytes: 3,493,888, Working Set: 15,441,920"
"23:07:18.3809187","CNAB4RPD.EXE","8008","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 929,792, Working Set: 3,637,248"
"23:07:18.3809200","RuntimeBroker.exe","8116","Process Profiling","","SUCCESS","User Time: 4.7343750 seconds, Kernel Time: 6.8750000 seconds, Private Bytes: 5,771,264, Working Set: 24,109,056"
"23:07:18.3809209","NvBackend.exe","1852","Process Profiling","","SUCCESS","User Time: 1.4218750 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 6,463,488, Working Set: 10,264,576"
"23:07:18.3809218","SkypeBackgroundHost.exe","8576","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,863,680, Working Set: 10,129,408"
"23:07:18.3809232","RemindersServer.exe","8600","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 2,654,208, Working Set: 11,108,352"
"23:07:18.3809245","MSASCuiL.exe","7448","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.1875000 seconds, Private Bytes: 1,982,464, Working Set: 8,781,824"
"23:07:18.3809258","iTunesHelper.exe","8468","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.3906250 seconds, Private Bytes: 4,202,496, Working Set: 13,500,416"
"23:07:18.3809272","jhi_service.exe","5528","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 1,404,928, Working Set: 5,906,432"
"23:07:18.3809285","IDMan.exe","8904","Process Profiling","","SUCCESS","User Time: 0.6406250 seconds, Kernel Time: 0.6875000 seconds, Private Bytes: 8,597,504, Working Set: 19,726,336"
"23:07:18.3809298","LMS.exe","8432","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 3,432,448, Working Set: 10,432,512"
"23:07:18.3809312","EVKey64.exe","8400","Process Profiling","","SUCCESS","User Time: 6.3750000 seconds, Kernel Time: 19.8125000 seconds, Private Bytes: 2,445,312, Working Set: 12,808,192"
"23:07:18.3809321","Dropbox.exe","8088","Process Profiling","","SUCCESS","User Time: 29.9843750 seconds, Kernel Time: 21.7343750 seconds, Private Bytes: 135,712,768, Working Set: 78,618,624"
"23:07:18.3809330","iPodService.exe","8812","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 2,363,392, Working Set: 7,499,776"
"23:07:18.3809343","Dropbox.exe","7424","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.4375000 seconds, Private Bytes: 2,039,808, Working Set: 8,069,120"
"23:07:18.3809352","Dropbox.exe","6240","Process Profiling","","SUCCESS","User Time: 0.0781250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,494,464, Working Set: 10,035,200"
"23:07:18.3809370","IDMIntegrator64.exe","8096","Process Profiling","","SUCCESS","User Time: 4.7500000 seconds, Kernel Time: 18.0468750 seconds, Private Bytes: 2,367,488, Working Set: 7,831,552"
"23:07:18.3809379","svchost.exe","10064","Process Profiling","","SUCCESS","User Time: 0.3750000 seconds, Kernel Time: 0.4531250 seconds, Private Bytes: 6,905,856, Working Set: 22,183,936"
"23:07:18.3809392","AsusTPLoader.exe","6452","Process Profiling","","SUCCESS","User Time: 0.3437500 seconds, Kernel Time: 0.7031250 seconds, Private Bytes: 2,658,304, Working Set: 217,088"
"23:07:18.3809401","QtWebEngineProcess.exe","3204","Process Profiling","","SUCCESS","User Time: 1.0937500 seconds, Kernel Time: 0.3281250 seconds, Private Bytes: 32,862,208, Working Set: 29,978,624"
"23:07:18.3809410","SearchIndexer.exe","9952","Process Profiling","","SUCCESS","User Time: 16.1562500 seconds, Kernel Time: 7.1093750 seconds, Private Bytes: 38,748,160, Working Set: 31,784,960"
"23:07:18.3809423","svchost.exe","10032","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 2,195,456, Working Set: 8,253,440"
"23:07:18.3809432","svchost.exe","3460","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.2656250 seconds, Private Bytes: 2,101,248, Working Set: 10,727,424"
"23:07:18.3809450","AsusTPHelper.exe","7224","Process Profiling","","SUCCESS","User Time: 0.4843750 seconds, Kernel Time: 0.5156250 seconds, Private Bytes: 1,425,408, Working Set: 110,592"
"23:07:18.3809459","svchost.exe","8456","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 3,600,384, Working Set: 6,619,136"
"23:07:18.3809477","svchost.exe","10904","Process Profiling","","SUCCESS","User Time: 4.0781250 seconds, Kernel Time: 13.0156250 seconds, Private Bytes: 4,214,784, Working Set: 13,742,080"
"23:07:18.3809486","SkypeBridge.exe","7656","Process Profiling","","SUCCESS","User Time: 0.9687500 seconds, Kernel Time: 0.9687500 seconds, Private Bytes: 32,739,328, Working Set: 38,903,808"
"23:07:18.3809495","chrome.exe","8724","Process Profiling","","SUCCESS","User Time: 928.5000000 seconds, Kernel Time: 385.6718750 seconds, Private Bytes: 211,316,736, Working Set: 234,225,664"
"23:07:18.3809508","chrome.exe","4284","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.7343750 seconds, Private Bytes: 2,129,920, Working Set: 7,864,320"
"23:07:18.3809522","chrome.exe","8072","Process Profiling","","SUCCESS","User Time: 0.1406250 seconds, Kernel Time: 0.2500000 seconds, Private Bytes: 1,970,176, Working Set: 8,577,024"
"23:07:18.3809535","chrome.exe","3640","Process Profiling","","SUCCESS","User Time: 536.0312500 seconds, Kernel Time: 197.3593750 seconds, Private Bytes: 210,440,192, Working Set: 193,753,088"
"23:07:18.3809548","chrome.exe","10852","Process Profiling","","SUCCESS","User Time: 203.2656250 seconds, Kernel Time: 16.9843750 seconds, Private Bytes: 209,207,296, Working Set: 168,333,312"
"23:07:18.3809557","sublime_text.exe","11232","Process Profiling","","SUCCESS","User Time: 12.8281250 seconds, Kernel Time: 8.7812500 seconds, Private Bytes: 34,095,104, Working Set: 44,736,512"
"23:07:18.3809571","plugin_host.exe","8136","Process Profiling","","SUCCESS","User Time: 3.3125000 seconds, Kernel Time: 0.6093750 seconds, Private Bytes: 42,110,976, Working Set: 15,044,608"
"23:07:18.3809580","SettingSyncHost.exe","7828","Process Profiling","","SUCCESS","User Time: 2.6406250 seconds, Kernel Time: 3.8906250 seconds, Private Bytes: 10,940,416, Working Set: 3,379,200"
"23:07:18.3809593","svchost.exe","1608","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 6,975,488, Working Set: 8,589,312"
"23:07:18.3809602","explorer.exe","7500","Process Profiling","","SUCCESS","User Time: 8.1093750 seconds, Kernel Time: 11.9375000 seconds, Private Bytes: 24,776,704, Working Set: 52,686,848"
"23:07:18.3809615","svchost.exe","5128","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,843,200, Working Set: 6,422,528"
"23:07:18.3809629","LockApp.exe","2664","Process Profiling","","SUCCESS","User Time: 0.2812500 seconds, Kernel Time: 0.2343750 seconds, Private Bytes: 15,785,984, Working Set: 34,467,840"
"23:07:18.3809638","RuntimeBroker.exe","1204","Process Profiling","","SUCCESS","User Time: 0.6718750 seconds, Kernel Time: 1.3906250 seconds, Private Bytes: 4,968,448, Working Set: 22,142,976"
"23:07:18.3809651","AsusTPCenter.exe","5696","Process Profiling","","SUCCESS","User Time: 4328.3437500 seconds, Kernel Time: 27970.6406250 seconds, Private Bytes: 3,575,808, Working Set: 409,600"
"23:07:18.3809660","SkypeApp.exe","428","Process Profiling","","SUCCESS","User Time: 16.5781250 seconds, Kernel Time: 3.9062500 seconds, Private Bytes: 190,775,296, Working Set: 101,830,656"
"23:07:18.3809673","RuntimeBroker.exe","9244","Process Profiling","","SUCCESS","User Time: 0.2031250 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 5,898,240, Working Set: 9,891,840"
"23:07:18.3809687","chrome.exe","4244","Process Profiling","","SUCCESS","User Time: 84.2656250 seconds, Kernel Time: 3.1562500 seconds, Private Bytes: 229,666,816, Working Set: 205,201,408"
"23:07:18.3809696","chrome.exe","5808","Process Profiling","","SUCCESS","User Time: 1.4218750 seconds, Kernel Time: 0.4062500 seconds, Private Bytes: 34,394,112, Working Set: 32,968,704"
"23:07:18.3809709","ApplicationFrameHost.exe","1712","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 9,478,144, Working Set: 22,540,288"
"23:07:18.3809718","HxOutlook.exe","2708","Process Profiling","","SUCCESS","User Time: 0.5937500 seconds, Kernel Time: 0.3593750 seconds, Private Bytes: 37,306,368, Working Set: 27,856,896"
"23:07:18.3809727","RuntimeBroker.exe","3812","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,228,224, Working Set: 11,538,432"
"23:07:18.3809736","HxTsr.exe","8052","Process Profiling","","SUCCESS","User Time: 0.3281250 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 9,850,880, Working Set: 36,061,184"
"23:07:18.3809749","RuntimeBroker.exe","8020","Process Profiling","","SUCCESS","User Time: 0.1093750 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 3,174,400, Working Set: 13,905,920"
"23:07:18.3809754","DllHost.exe","2964","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.1406250 seconds, Private Bytes: 2,154,496, Working Set: 9,347,072"
"23:07:18.3809763","svchost.exe","9268","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,363,968, Working Set: 5,722,112"
"23:07:18.3809776","EXCEL.EXE","1196","Process Profiling","","SUCCESS","User Time: 56.7343750 seconds, Kernel Time: 35.0468750 seconds, Private Bytes: 103,120,896, Working Set: 80,580,608"
"23:07:18.3809785","DllHost.exe","8776","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,433,600, Working Set: 6,623,232"
"23:07:18.3809794","sppsvc.exe","9380","Process Profiling","","SUCCESS","User Time: 0.4531250 seconds, Kernel Time: 0.4843750 seconds, Private Bytes: 4,149,248, Working Set: 9,859,072"
"23:07:18.3809803","chrome.exe","7532","Process Profiling","","SUCCESS","User Time: 2.2187500 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 42,725,376, Working Set: 57,573,376"
"23:07:18.3810093","chrome.exe","10296","Process Profiling","","SUCCESS","User Time: 20.4687500 seconds, Kernel Time: 1.2968750 seconds, Private Bytes: 323,121,152, Working Set: 348,008,448"
"23:07:18.3810128","chrome.exe","4840","Process Profiling","","SUCCESS","User Time: 3.0000000 seconds, Kernel Time: 0.3593750 seconds, Private Bytes: 84,742,144, Working Set: 108,347,392"
"23:07:18.3810142","chrome.exe","8556","Process Profiling","","SUCCESS","User Time: 0.2656250 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 29,626,368, Working Set: 45,834,240"
"23:07:18.3810155","chrome.exe","2588","Process Profiling","","SUCCESS","User Time: 0.2812500 seconds, Kernel Time: 0.0937500 seconds, Private Bytes: 37,113,856, Working Set: 53,137,408"
"23:07:18.3810164","chrome.exe","8240","Process Profiling","","SUCCESS","User Time: 1.0781250 seconds, Kernel Time: 0.1875000 seconds, Private Bytes: 43,978,752, Working Set: 74,326,016"
"23:07:18.3810178","chrome.exe","4796","Process Profiling","","SUCCESS","User Time: 0.0781250 seconds, Kernel Time: 0.1250000 seconds, Private Bytes: 13,651,968, Working Set: 23,650,304"
"23:07:19.3936497","Idle","0","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 97944.8750000 seconds, Private Bytes: 53,248, Working Set: 8,192"
"23:07:19.3936506","System","4","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 565.8906250 seconds, Private Bytes: 159,744, Working Set: 139,264"
"23:07:19.3936537","smss.exe","336","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.1406250 seconds, Private Bytes: 491,520, Working Set: 1,007,616"
"23:07:19.3936559","csrss.exe","504","Process Profiling","","SUCCESS","User Time: 0.2187500 seconds, Kernel Time: 0.8906250 seconds, Private Bytes: 1,785,856, Working Set: 4,210,688"
"23:07:19.3936577","wininit.exe","624","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,425,408, Working Set: 5,148,672"
"23:07:19.3936600","csrss.exe","632","Process Profiling","","SUCCESS","User Time: 0.6250000 seconds, Kernel Time: 88.0937500 seconds, Private Bytes: 2,109,440, Working Set: 4,403,200"
"23:07:19.3936617","services.exe","696","Process Profiling","","SUCCESS","User Time: 6.2812500 seconds, Kernel Time: 7.0625000 seconds, Private Bytes: 5,074,944, Working Set: 8,011,776"
"23:07:19.3936635","lsass.exe","704","Process Profiling","","SUCCESS","User Time: 5.1250000 seconds, Kernel Time: 4.7812500 seconds, Private Bytes: 7,237,632, Working Set: 12,963,840"
"23:07:19.3936653","svchost.exe","828","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 962,560, Working Set: 3,334,144"
"23:07:19.3936671","fontdrvhost.exe","848","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,138,112, Working Set: 2,605,056"
"23:07:19.3936689","svchost.exe","864","Process Profiling","","SUCCESS","User Time: 4.7187500 seconds, Kernel Time: 9.7500000 seconds, Private Bytes: 11,030,528, Working Set: 23,822,336"
"23:07:19.3936707","WUDFHost.exe","916","Process Profiling","","SUCCESS","User Time: 0.1562500 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 25,968,640, Working Set: 12,312,576"
"23:07:19.3936724","svchost.exe","984","Process Profiling","","SUCCESS","User Time: 8.3750000 seconds, Kernel Time: 5.3593750 seconds, Private Bytes: 7,323,648, Working Set: 13,201,408"
"23:07:19.3936747","svchost.exe","288","Process Profiling","","SUCCESS","User Time: 0.3125000 seconds, Kernel Time: 0.4843750 seconds, Private Bytes: 2,285,568, Working Set: 6,402,048"
"23:07:19.3936765","winlogon.exe","536","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 2,617,344, Working Set: 7,548,928"
"23:07:19.3936782","fontdrvhost.exe","636","Process Profiling","","SUCCESS","User Time: 0.4218750 seconds, Kernel Time: 0.1875000 seconds, Private Bytes: 5,259,264, Working Set: 8,605,696"
"23:07:19.3936800","dwm.exe","1096","Process Profiling","","SUCCESS","User Time: 250.5468750 seconds, Kernel Time: 144.0781250 seconds, Private Bytes: 45,875,200, Working Set: 41,598,976"
"23:07:19.3936818","svchost.exe","1168","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 2,633,728, Working Set: 8,998,912"
"23:07:19.3936832","svchost.exe","1220","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 2,162,688, Working Set: 8,499,200"
"23:07:19.3936849","svchost.exe","1316","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 1,683,456, Working Set: 5,144,576"
"23:07:19.3936872","nvvsvc.exe","1396","Process Profiling","","SUCCESS","User Time: 0.2500000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,519,040, Working Set: 8,101,888"
"23:07:19.3936885","svchost.exe","1476","Process Profiling","","SUCCESS","User Time: 1.8593750 seconds, Kernel Time: 1.5312500 seconds, Private Bytes: 15,163,392, Working Set: 11,612,160"
"23:07:19.3936903","svchost.exe","1484","Process Profiling","","SUCCESS","User Time: 1.1093750 seconds, Kernel Time: 1.5312500 seconds, Private Bytes: 11,309,056, Working Set: 16,822,272"
"23:07:19.3936916","svchost.exe","1512","Process Profiling","","SUCCESS","User Time: 0.6093750 seconds, Kernel Time: 0.9531250 seconds, Private Bytes: 6,197,248, Working Set: 12,996,608"
"23:07:19.3936930","svchost.exe","1532","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.4687500 seconds, Private Bytes: 2,514,944, Working Set: 9,465,856"
"23:07:19.3936943","svchost.exe","1540","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 1,576,960, Working Set: 5,373,952"
"23:07:19.3936957","svchost.exe","1580","Process Profiling","","SUCCESS","User Time: 0.2187500 seconds, Kernel Time: 0.2812500 seconds, Private Bytes: 5,840,896, Working Set: 5,791,744"
"23:07:19.3936970","svchost.exe","1656","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,912,832, Working Set: 10,903,552"
"23:07:19.3936988","dashost.exe","1704","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 3,158,016, Working Set: 9,445,376"
"23:07:19.3937001","svchost.exe","1724","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,314,816, Working Set: 5,095,424"
"23:07:19.3937015","svchost.exe","1732","Process Profiling","","SUCCESS","User Time: 162.1718750 seconds, Kernel Time: 73.5312500 seconds, Private Bytes: 59,928,576, Working Set: 66,420,736"
"23:07:19.3937028","svchost.exe","1764","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,002,944, Working Set: 6,594,560"
"23:07:19.3937046","svchost.exe","1840","Process Profiling","","SUCCESS","User Time: 1.0781250 seconds, Kernel Time: 1.6250000 seconds, Private Bytes: 2,359,296, Working Set: 6,955,008"
"23:07:19.3937050","MemCompression","1916","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 173.9375000 seconds, Private Bytes: 1,347,584, Working Set: 74,293,248"
"23:07:19.3937068","svchost.exe","1936","Process Profiling","","SUCCESS","User Time: 0.5937500 seconds, Kernel Time: 0.6250000 seconds, Private Bytes: 2,396,160, Working Set: 8,515,584"
"23:07:19.3937081","nvxdsync.exe","1944","Process Profiling","","SUCCESS","User Time: 3.6250000 seconds, Kernel Time: 0.7500000 seconds, Private Bytes: 12,742,656, Working Set: 18,743,296"
"23:07:19.3937095","svchost.exe","1980","Process Profiling","","SUCCESS","User Time: 0.1093750 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,966,080, Working Set: 7,454,720"
"23:07:19.3937108","igfxCUIService.exe","1048","Process Profiling","","SUCCESS","User Time: 0.3437500 seconds, Kernel Time: 0.7343750 seconds, Private Bytes: 5,746,688, Working Set: 8,134,656"
"23:07:19.3937122","svchost.exe","1836","Process Profiling","","SUCCESS","User Time: 0.5000000 seconds, Kernel Time: 1.2812500 seconds, Private Bytes: 4,943,872, Working Set: 11,440,128"
"23:07:19.3937135","svchost.exe","2068","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.1718750 seconds, Private Bytes: 1,966,080, Working Set: 7,053,312"
"23:07:19.3937148","svchost.exe","2076","Process Profiling","","SUCCESS","User Time: 2.2343750 seconds, Kernel Time: 0.8281250 seconds, Private Bytes: 2,166,784, Working Set: 8,323,072"
"23:07:19.3937162","svchost.exe","2196","Process Profiling","","SUCCESS","User Time: 4.8593750 seconds, Kernel Time: 2.0156250 seconds, Private Bytes: 11,173,888, Working Set: 12,058,624"
"23:07:19.3937180","svchost.exe","2220","Process Profiling","","SUCCESS","User Time: 1.6250000 seconds, Kernel Time: 1.5937500 seconds, Private Bytes: 3,248,128, Working Set: 9,035,776"
"23:07:19.3937193","svchost.exe","2284","Process Profiling","","SUCCESS","User Time: 0.6718750 seconds, Kernel Time: 0.5468750 seconds, Private Bytes: 3,207,168, Working Set: 11,747,328"
"23:07:19.3937206","svchost.exe","2456","Process Profiling","","SUCCESS","User Time: 2.0625000 seconds, Kernel Time: 3.1093750 seconds, Private Bytes: 4,435,968, Working Set: 8,851,456"
"23:07:19.3937224","svchost.exe","2464","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 1,740,800, Working Set: 5,689,344"
"23:07:19.3937242","svchost.exe","2484","Process Profiling","","SUCCESS","User Time: 0.3750000 seconds, Kernel Time: 0.3593750 seconds, Private Bytes: 4,374,528, Working Set: 14,180,352"
"23:07:19.3937260","svchost.exe","2540","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 2,019,328, Working Set: 9,289,728"
"23:07:19.3937273","svchost.exe","2568","Process Profiling","","SUCCESS","User Time: 9.3437500 seconds, Kernel Time: 8.1250000 seconds, Private Bytes: 10,711,040, Working Set: 20,381,696"
"23:07:19.3937287","svchost.exe","2596","Process Profiling","","SUCCESS","User Time: 7.3437500 seconds, Kernel Time: 1.7968750 seconds, Private Bytes: 3,457,024, Working Set: 10,362,880"
"23:07:19.3937300","svchost.exe","2776","Process Profiling","","SUCCESS","User Time: 0.4375000 seconds, Kernel Time: 0.8125000 seconds, Private Bytes: 1,953,792, Working Set: 7,049,216"
"23:07:19.3937314","svchost.exe","2812","Process Profiling","","SUCCESS","User Time: 0.5312500 seconds, Kernel Time: 0.4531250 seconds, Private Bytes: 2,793,472, Working Set: 8,077,312"
