"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"23:07:51.3816737","smsvchost.exe","3708","Process Profiling","","SUCCESS","User Time: 0.2187500 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 25,202,688, Working Set: 16,027,648"
"23:07:51.3816746","svchost.exe","3756","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,613,824, Working Set: 5,648,384"
"23:07:51.3816755","SecurityHealthService.exe","3780","Process Profiling","","SUCCESS","User Time: 0.1250000 seconds, Kernel Time: 0.2343750 seconds, Private Bytes: 4,173,824, Working Set: 13,754,368"
"23:07:51.3816764","svchost.exe","3804","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.2343750 seconds, Private Bytes: 1,933,312, Working Set: 6,606,848"
"23:07:51.3816773","svchost.exe","3860","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,286,144, Working Set: 4,911,104"
"23:07:51.3816782","MsMpEng.exe","3984","Process Profiling","","SUCCESS","User Time: 245.7656250 seconds, Kernel Time: 130.2500000 seconds, Private Bytes: 169,992,192, Working Set: 89,014,272"
"23:07:51.3816791","svchost.exe","4092","Process Profiling","","SUCCESS","User Time: 0.2812500 seconds, Kernel Time: 0.3437500 seconds, Private Bytes: 4,771,840, Working Set: 18,509,824"
"23:07:51.3816804","svchost.exe","4356","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,125,824, Working Set: 5,746,688"
"23:07:51.3816813","svchost.exe","4400","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,335,296, Working Set: 4,751,360"
"23:07:51.3816822","smsvchost.exe","4676","Process Profiling","","SUCCESS","User Time: 1.4062500 seconds, Kernel Time: 0.1718750 seconds, Private Bytes: 29,933,568, Working Set: 28,782,592"
"23:07:51.3816836","NisSrv.exe","1672","Process Profiling","","SUCCESS","User Time: 0.2656250 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 6,197,248, Working Set: 8,843,264"
"23:07:51.3816844","svchost.exe","5324","Process Profiling","","SUCCESS","User Time: 0.4531250 seconds, Kernel Time: 0.8437500 seconds, Private Bytes: 3,985,408, Working Set: 12,845,056"
"23:07:51.3816853","svchost.exe","148","Process Profiling","","SUCCESS","User Time: 0.4843750 seconds, Kernel Time: 0.6562500 seconds, Private Bytes: 6,987,776, Working Set: 20,795,392"
"23:07:51.3816862","esif_assist_64.exe","2968","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 1,478,656, Working Set: 4,726,784"
"23:07:51.3816871","sihost.exe","3468","Process Profiling","","SUCCESS","User Time: 2.0312500 seconds, Kernel Time: 1.9531250 seconds, Private Bytes: 6,483,968, Working Set: 22,667,264"
"23:07:51.3816880","svchost.exe","3556","Process Profiling","","SUCCESS","User Time: 0.6250000 seconds, Kernel Time: 0.5468750 seconds, Private Bytes: 6,701,056, Working Set: 24,088,576"
"23:07:51.3816889","svchost.exe","3616","Process Profiling","","SUCCESS","User Time: 5.1562500 seconds, Kernel Time: 0.9531250 seconds, Private Bytes: 7,090,176, Working Set: 28,729,344"
"23:07:51.3816903","taskhostw.exe","3764","Process Profiling","","SUCCESS","User Time: 0.5312500 seconds, Kernel Time: 1.1250000 seconds, Private Bytes: 7,041,024, Working Set: 15,978,496"
"23:07:51.3816911","DropboxUpdate.exe","3868","Process Profiling","","SUCCESS","User Time: 0.4218750 seconds, Kernel Time: 1.4218750 seconds, Private Bytes: 2,138,112, Working Set: 126,976"
"23:07:51.3816920","PresentationFontCache.exe","4128","Process Profiling","","SUCCESS","User Time: 0.3750000 seconds, Kernel Time: 0.4687500 seconds, Private Bytes: 30,388,224, Working Set: 18,911,232"
"23:07:51.3816929","svchost.exe","2680","Process Profiling","","SUCCESS","User Time: 5.5937500 seconds, Kernel Time: 2.1718750 seconds, Private Bytes: 3,702,784, Working Set: 15,048,704"
"23:07:51.3816938","svchost.exe","6316","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0937500 seconds, Private Bytes: 1,765,376, Working Set: 7,143,424"
"23:07:51.3816947","ctfmon.exe","6408","Process Profiling","","SUCCESS","User Time: 4.7656250 seconds, Kernel Time: 24.6875000 seconds, Private Bytes: 3,235,840, Working Set: 13,299,712"
"23:07:51.3816956","Explorer.EXE","6744","Process Profiling","","SUCCESS","User Time: 15.7656250 seconds, Kernel Time: 31.9687500 seconds, Private Bytes: 45,289,472, Working Set: 88,543,232"
"23:07:51.3816965","igfxEM.exe","6912","Process Profiling","","SUCCESS","User Time: 0.5781250 seconds, Kernel Time: 3.8281250 seconds, Private Bytes: 3,969,024, Working Set: 11,776,000"
"23:07:51.3816974","igfxHK.exe","6924","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 2,416,640, Working Set: 7,966,720"
"23:07:51.3816983","igfxTray.exe","6944","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.5937500 seconds, Private Bytes: 3,117,056, Working Set: 10,260,480"
"23:07:51.3816996","ShellExperienceHost.exe","6596","Process Profiling","","SUCCESS","User Time: 2.1718750 seconds, Kernel Time: 1.3593750 seconds, Private Bytes: 36,147,200, Working Set: 53,305,344"
"23:07:51.3817005","SearchUI.exe","3112","Process Profiling","","SUCCESS","User Time: 6.2343750 seconds, Kernel Time: 2.3125000 seconds, Private Bytes: 98,807,808, Working Set: 65,794,048"
"23:07:51.3817014","RuntimeBroker.exe","4660","Process Profiling","","SUCCESS","User Time: 0.5312500 seconds, Kernel Time: 0.3593750 seconds, Private Bytes: 5,193,728, Working Set: 18,083,840"
"23:07:51.3817023","nvtray.exe","7244","Process Profiling","","SUCCESS","User Time: 0.1875000 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 3,911,680, Working Set: 11,517,952"
"23:07:51.3817032","RuntimeBroker.exe","7456","Process Profiling","","SUCCESS","User Time: 1.2031250 seconds, Kernel Time: 0.9218750 seconds, Private Bytes: 7,110,656, Working Set: 14,565,376"
"23:07:51.3817041","svchost.exe","7564","Process Profiling","","SUCCESS","User Time: 0.5000000 seconds, Kernel Time: 0.2812500 seconds, Private Bytes: 3,493,888, Working Set: 15,478,784"
"23:07:51.3817050","CNAB4RPD.EXE","8008","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 929,792, Working Set: 3,641,344"
"23:07:51.3817063","RuntimeBroker.exe","8116","Process Profiling","","SUCCESS","User Time: 4.7343750 seconds, Kernel Time: 6.8750000 seconds, Private Bytes: 5,771,264, Working Set: 24,113,152"
"23:07:51.3817072","NvBackend.exe","1852","Process Profiling","","SUCCESS","User Time: 1.4218750 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 6,463,488, Working Set: 10,289,152"
"23:07:51.3817081","SkypeBackgroundHost.exe","8576","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,863,680, Working Set: 10,129,408"
"23:07:51.3817090","RemindersServer.exe","8600","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 2,654,208, Working Set: 11,186,176"
"23:07:51.3817103","MSASCuiL.exe","7448","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.1875000 seconds, Private Bytes: 1,982,464, Working Set: 8,794,112"
"23:07:51.3817112","iTunesHelper.exe","8468","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.3906250 seconds, Private Bytes: 4,202,496, Working Set: 13,512,704"
"23:07:51.3817121","jhi_service.exe","5528","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 1,404,928, Working Set: 5,914,624"
"23:07:51.3817130","IDMan.exe","8904","Process Profiling","","SUCCESS","User Time: 0.6406250 seconds, Kernel Time: 0.6875000 seconds, Private Bytes: 8,597,504, Working Set: 19,763,200"
"23:07:51.3817139","LMS.exe","8432","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 3,432,448, Working Set: 10,444,800"
"23:07:51.3817148","EVKey64.exe","8400","Process Profiling","","SUCCESS","User Time: 6.4062500 seconds, Kernel Time: 19.8593750 seconds, Private Bytes: 2,445,312, Working Set: 12,820,480"
"23:07:51.3817161","Dropbox.exe","8088","Process Profiling","","SUCCESS","User Time: 30.0468750 seconds, Kernel Time: 21.7500000 seconds, Private Bytes: 135,712,768, Working Set: 78,827,520"
"23:07:51.3817166","iPodService.exe","8812","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 2,363,392, Working Set: 7,499,776"
"23:07:51.3817179","Dropbox.exe","7424","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.4375000 seconds, Private Bytes: 2,039,808, Working Set: 8,081,408"
"23:07:51.3817188","Dropbox.exe","6240","Process Profiling","","SUCCESS","User Time: 0.0781250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,494,464, Working Set: 10,063,872"
"23:07:51.3817197","IDMIntegrator64.exe","8096","Process Profiling","","SUCCESS","User Time: 4.7500000 seconds, Kernel Time: 18.1093750 seconds, Private Bytes: 2,367,488, Working Set: 7,831,552"
"23:07:51.3817206","svchost.exe","10064","Process Profiling","","SUCCESS","User Time: 0.3750000 seconds, Kernel Time: 0.4531250 seconds, Private Bytes: 6,905,856, Working Set: 22,364,160"
"23:07:51.3817215","AsusTPLoader.exe","6452","Process Profiling","","SUCCESS","User Time: 0.3437500 seconds, Kernel Time: 0.7031250 seconds, Private Bytes: 2,658,304, Working Set: 323,584"
"23:07:51.3817224","QtWebEngineProcess.exe","3204","Process Profiling","","SUCCESS","User Time: 1.0937500 seconds, Kernel Time: 0.3281250 seconds, Private Bytes: 32,862,208, Working Set: 30,003,200"
"23:07:51.3817237","SearchIndexer.exe","9952","Process Profiling","","SUCCESS","User Time: 16.5156250 seconds, Kernel Time: 7.2656250 seconds, Private Bytes: 36,868,096, Working Set: 31,092,736"
"23:07:51.3817251","svchost.exe","10032","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 2,195,456, Working Set: 8,269,824"
"23:07:51.3817260","svchost.exe","3460","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.2656250 seconds, Private Bytes: 2,101,248, Working Set: 10,809,344"
"23:07:51.3817268","AsusTPHelper.exe","7224","Process Profiling","","SUCCESS","User Time: 0.5000000 seconds, Kernel Time: 0.5156250 seconds, Private Bytes: 1,425,408, Working Set: 159,744"
"23:07:51.3817277","svchost.exe","8456","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 3,600,384, Working Set: 6,668,288"
"23:07:51.3817291","svchost.exe","10904","Process Profiling","","SUCCESS","User Time: 4.0781250 seconds, Kernel Time: 13.0156250 seconds, Private Bytes: 4,214,784, Working Set: 13,873,152"
"23:07:51.3817300","SkypeBridge.exe","7656","Process Profiling","","SUCCESS","User Time: 0.9687500 seconds, Kernel Time: 0.9687500 seconds, Private Bytes: 32,739,328, Working Set: 39,084,032"
"23:07:51.3817309","chrome.exe","8724","Process Profiling","","SUCCESS","User Time: 932.4531250 seconds, Kernel Time: 394.1406250 seconds, Private Bytes: 203,870,208, Working Set: 229,363,712"
"23:07:51.3817318","chrome.exe","4284","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.7343750 seconds, Private Bytes: 2,129,920, Working Set: 7,897,088"
"23:07:51.3817326","chrome.exe","8072","Process Profiling","","SUCCESS","User Time: 0.1406250 seconds, Kernel Time: 0.2500000 seconds, Private Bytes: 1,970,176, Working Set: 8,577,024"
"23:07:51.3817335","chrome.exe","3640","Process Profiling","","SUCCESS","User Time: 537.9062500 seconds, Kernel Time: 197.7812500 seconds, Private Bytes: 201,940,992, Working Set: 189,542,400"
"23:07:51.3817344","chrome.exe","10852","Process Profiling","","SUCCESS","User Time: 204.7968750 seconds, Kernel Time: 17.0000000 seconds, Private Bytes: 205,504,512, Working Set: 165,507,072"
"23:07:51.3817353","sublime_text.exe","11232","Process Profiling","","SUCCESS","User Time: 12.8281250 seconds, Kernel Time: 8.7812500 seconds, Private Bytes: 34,095,104, Working Set: 44,875,776"
"23:07:51.3817362","plugin_host.exe","8136","Process Profiling","","SUCCESS","User Time: 3.3125000 seconds, Kernel Time: 0.6093750 seconds, Private Bytes: 42,110,976, Working Set: 15,065,088"
"23:07:51.3817371","SettingSyncHost.exe","7828","Process Profiling","","SUCCESS","User Time: 2.6406250 seconds, Kernel Time: 3.8906250 seconds, Private Bytes: 10,940,416, Working Set: 3,530,752"
"23:07:51.3817380","svchost.exe","1608","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 6,975,488, Working Set: 8,589,312"
"23:07:51.3817393","explorer.exe","7500","Process Profiling","","SUCCESS","User Time: 8.1093750 seconds, Kernel Time: 11.9375000 seconds, Private Bytes: 24,776,704, Working Set: 52,690,944"
"23:07:51.3817402","svchost.exe","5128","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,843,200, Working Set: 6,422,528"
"23:07:51.3817411","LockApp.exe","2664","Process Profiling","","SUCCESS","User Time: 0.2812500 seconds, Kernel Time: 0.2343750 seconds, Private Bytes: 15,785,984, Working Set: 34,467,840"
"23:07:51.3817420","RuntimeBroker.exe","1204","Process Profiling","","SUCCESS","User Time: 0.6718750 seconds, Kernel Time: 1.3906250 seconds, Private Bytes: 4,968,448, Working Set: 22,142,976"
"23:07:51.3817429","AsusTPCenter.exe","5696","Process Profiling","","SUCCESS","User Time: 4331.7343750 seconds, Kernel Time: 27990.9218750 seconds, Private Bytes: 3,575,808, Working Set: 409,600"
"23:07:51.3817438","SkypeApp.exe","428","Process Profiling","","SUCCESS","User Time: 16.7656250 seconds, Kernel Time: 3.9531250 seconds, Private Bytes: 190,717,952, Working Set: 101,834,752"
"23:07:51.3817447","RuntimeBroker.exe","9244","Process Profiling","","SUCCESS","User Time: 0.2031250 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 5,898,240, Working Set: 9,895,936"
"23:07:51.3817456","chrome.exe","4244","Process Profiling","","SUCCESS","User Time: 84.2812500 seconds, Kernel Time: 3.1562500 seconds, Private Bytes: 229,666,816, Working Set: 205,213,696"
"23:07:51.3817465","chrome.exe","5808","Process Profiling","","SUCCESS","User Time: 1.4218750 seconds, Kernel Time: 0.4062500 seconds, Private Bytes: 34,394,112, Working Set: 33,046,528"
"23:07:51.3817474","ApplicationFrameHost.exe","1712","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 9,478,144, Working Set: 22,540,288"
"23:07:51.3817483","HxOutlook.exe","2708","Process Profiling","","SUCCESS","User Time: 0.5937500 seconds, Kernel Time: 0.3593750 seconds, Private Bytes: 37,306,368, Working Set: 27,856,896"
"23:07:51.3817492","RuntimeBroker.exe","3812","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,228,224, Working Set: 11,538,432"
"23:07:51.3817500","HxTsr.exe","8052","Process Profiling","","SUCCESS","User Time: 0.3281250 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 9,850,880, Working Set: 36,061,184"
"23:07:51.3817505","RuntimeBroker.exe","8020","Process Profiling","","SUCCESS","User Time: 0.1093750 seconds, Kernel Time: 0.0312500 seconds, Private Bytes: 3,174,400, Working Set: 13,905,920"
"23:07:51.3817514","DllHost.exe","2964","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.1406250 seconds, Private Bytes: 2,154,496, Working Set: 9,347,072"
"23:07:51.3817523","svchost.exe","9268","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,363,968, Working Set: 5,722,112"
"23:07:51.3817532","EXCEL.EXE","1196","Process Profiling","","SUCCESS","User Time: 56.7343750 seconds, Kernel Time: 35.0625000 seconds, Private Bytes: 103,120,896, Working Set: 80,740,352"
"23:07:51.3817541","DllHost.exe","8776","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,433,600, Working Set: 6,623,232"
"23:07:51.3817550","sppsvc.exe","9380","Process Profiling","","SUCCESS","User Time: 0.4531250 seconds, Kernel Time: 0.4843750 seconds, Private Bytes: 4,149,248, Working Set: 9,859,072"
"23:07:51.3817558","chrome.exe","7532","Process Profiling","","SUCCESS","User Time: 2.2187500 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 42,401,792, Working Set: 57,593,856"
"23:07:51.3817581","chrome.exe","10296","Process Profiling","","SUCCESS","User Time: 22.9843750 seconds, Kernel Time: 1.4218750 seconds, Private Bytes: 351,752,192, Working Set: 381,882,368"
"23:07:51.3817590","chrome.exe","2588","Process Profiling","","SUCCESS","User Time: 0.2812500 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 37,113,856, Working Set: 53,260,288"
"23:07:51.3817599","chrome.exe","8240","Process Profiling","","SUCCESS","User Time: 1.3750000 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 41,140,224, Working Set: 73,224,192"
"23:07:51.3817608","chrome.exe","10888","Process Profiling","","SUCCESS","User Time: 13.8125000 seconds, Kernel Time: 0.7343750 seconds, Private Bytes: 236,544,000, Working Set: 263,946,240"
"23:07:51.3817612","chrome.exe","2516","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 13,848,576, Working Set: 24,920,064"
"23:07:51.3817621","AUDIODG.EXE","3292","Process Profiling","","SUCCESS","User Time: 0.9843750 seconds, Kernel Time: 0.3281250 seconds, Private Bytes: 8,359,936, Working Set: 16,801,792"
"23:07:52.3806085","Idle","0","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 97984.8593750 seconds, Private Bytes: 53,248, Working Set: 8,192"
"23:07:52.3806094","System","4","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 568.5468750 seconds, Private Bytes: 159,744, Working Set: 139,264"
"23:07:52.3806112","smss.exe","336","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.1406250 seconds, Private Bytes: 491,520, Working Set: 1,007,616"
"23:07:52.3806130","csrss.exe","504","Process Profiling","","SUCCESS","User Time: 0.2187500 seconds, Kernel Time: 0.8906250 seconds, Private Bytes: 1,785,856, Working Set: 4,222,976"
"23:07:52.3806143","wininit.exe","624","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,425,408, Working Set: 5,148,672"
"23:07:52.3806184","csrss.exe","632","Process Profiling","","SUCCESS","User Time: 0.6250000 seconds, Kernel Time: 88.7968750 seconds, Private Bytes: 2,109,440, Working Set: 4,399,104"
"23:07:52.3806188","services.exe","696","Process Profiling","","SUCCESS","User Time: 6.2968750 seconds, Kernel Time: 7.0781250 seconds, Private Bytes: 5,128,192, Working Set: 8,019,968"
"23:07:52.3806193","lsass.exe","704","Process Profiling","","SUCCESS","User Time: 5.1250000 seconds, Kernel Time: 4.7812500 seconds, Private Bytes: 7,249,920, Working Set: 12,992,512"
"23:07:52.3806210","svchost.exe","828","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 962,560, Working Set: 3,350,528"
"23:07:52.3806233","fontdrvhost.exe","848","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,138,112, Working Set: 2,605,056"
"23:07:52.3806246","svchost.exe","864","Process Profiling","","SUCCESS","User Time: 4.7187500 seconds, Kernel Time: 9.7500000 seconds, Private Bytes: 11,026,432, Working Set: 23,846,912"
"23:07:52.3806260","WUDFHost.exe","916","Process Profiling","","SUCCESS","User Time: 0.1562500 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 25,968,640, Working Set: 12,316,672"
"23:07:52.3806273","svchost.exe","984","Process Profiling","","SUCCESS","User Time: 8.3750000 seconds, Kernel Time: 5.3750000 seconds, Private Bytes: 7,331,840, Working Set: 13,271,040"
"23:07:52.3806295","svchost.exe","288","Process Profiling","","SUCCESS","User Time: 0.3125000 seconds, Kernel Time: 0.4843750 seconds, Private Bytes: 2,342,912, Working Set: 6,451,200"
"23:07:52.3806309","winlogon.exe","536","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.2031250 seconds, Private Bytes: 2,617,344, Working Set: 7,553,024"
"23:07:52.3806322","fontdrvhost.exe","636","Process Profiling","","SUCCESS","User Time: 0.4218750 seconds, Kernel Time: 0.1875000 seconds, Private Bytes: 5,259,264, Working Set: 8,699,904"
"23:07:52.3806326","dwm.exe","1096","Process Profiling","","SUCCESS","User Time: 251.5468750 seconds, Kernel Time: 144.5468750 seconds, Private Bytes: 46,280,704, Working Set: 42,262,528"
"23:07:52.3806340","svchost.exe","1168","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 2,633,728, Working Set: 9,023,488"
"23:07:52.3806353","svchost.exe","1220","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 2,162,688, Working Set: 8,589,312"
"23:07:52.3806371","svchost.exe","1316","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 1,683,456, Working Set: 5,193,728"
"23:07:52.3806384","nvvsvc.exe","1396","Process Profiling","","SUCCESS","User Time: 0.2500000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,519,040, Working Set: 8,105,984"
"23:07:52.3806398","svchost.exe","1476","Process Profiling","","SUCCESS","User Time: 1.8593750 seconds, Kernel Time: 1.5312500 seconds, Private Bytes: 15,163,392, Working Set: 11,636,736"
"23:07:52.3806416","svchost.exe","1484","Process Profiling","","SUCCESS","User Time: 1.1093750 seconds, Kernel Time: 1.5312500 seconds, Private Bytes: 11,309,056, Working Set: 16,850,944"
"23:07:52.3806429","svchost.exe","1512","Process Profiling","","SUCCESS","User Time: 0.6093750 seconds, Kernel Time: 0.9531250 seconds, Private Bytes: 6,164,480, Working Set: 13,156,352"
"23:07:52.3806442","svchost.exe","1532","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.4687500 seconds, Private Bytes: 2,514,944, Working Set: 9,564,160"
"23:07:52.3806451","svchost.exe","1540","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.1093750 seconds, Private Bytes: 1,576,960, Working Set: 5,427,200"
"23:07:52.3806469","svchost.exe","1580","Process Profiling","","SUCCESS","User Time: 0.2187500 seconds, Kernel Time: 0.2812500 seconds, Private Bytes: 5,779,456, Working Set: 5,779,456"
"23:07:52.3806483","svchost.exe","1656","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,912,832, Working Set: 10,911,744"
"23:07:52.3806496","dashost.exe","1704","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 3,158,016, Working Set: 9,449,472"
"23:07:52.3806509","svchost.exe","1724","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 1,314,816, Working Set: 5,132,288"
"23:07:52.3806523","svchost.exe","1732","Process Profiling","","SUCCESS","User Time: 162.7187500 seconds, Kernel Time: 73.5625000 seconds, Private Bytes: 60,911,616, Working Set: 67,776,512"
"23:07:52.3806536","svchost.exe","1764","Process Profiling","","SUCCESS","User Time: 0.0312500 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 2,002,944, Working Set: 6,647,808"
"23:07:52.3806550","svchost.exe","1840","Process Profiling","","SUCCESS","User Time: 1.0781250 seconds, Kernel Time: 1.6250000 seconds, Private Bytes: 2,359,296, Working Set: 6,955,008"
"23:07:52.3806563","MemCompression","1916","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 176.9218750 seconds, Private Bytes: 1,347,584, Working Set: 132,149,248"
"23:07:52.3806576","svchost.exe","1936","Process Profiling","","SUCCESS","User Time: 0.5937500 seconds, Kernel Time: 0.6250000 seconds, Private Bytes: 2,338,816, Working Set: 8,499,200"
"23:07:52.3806590","nvxdsync.exe","1944","Process Profiling","","SUCCESS","User Time: 3.6250000 seconds, Kernel Time: 0.7500000 seconds, Private Bytes: 12,742,656, Working Set: 18,792,448"
"23:07:52.3806608","svchost.exe","1980","Process Profiling","","SUCCESS","User Time: 0.1093750 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 1,966,080, Working Set: 7,475,200"
"23:07:52.3806621","igfxCUIService.exe","1048","Process Profiling","","SUCCESS","User Time: 0.3437500 seconds, Kernel Time: 0.7343750 seconds, Private Bytes: 5,746,688, Working Set: 8,134,656"
"23:07:52.3806634","svchost.exe","1836","Process Profiling","","SUCCESS","User Time: 0.5000000 seconds, Kernel Time: 1.2812500 seconds, Private Bytes: 4,943,872, Working Set: 11,440,128"
"23:07:52.3806648","svchost.exe","2068","Process Profiling","","SUCCESS","User Time: 0.1718750 seconds, Kernel Time: 0.1718750 seconds, Private Bytes: 1,966,080, Working Set: 7,168,000"
"23:07:52.3806661","svchost.exe","2076","Process Profiling","","SUCCESS","User Time: 2.2343750 seconds, Kernel Time: 0.8437500 seconds, Private Bytes: 2,322,432, Working Set: 8,716,288"
"23:07:52.3806675","svchost.exe","2196","Process Profiling","","SUCCESS","User Time: 4.8593750 seconds, Kernel Time: 2.0156250 seconds, Private Bytes: 11,173,888, Working Set: 12,136,448"
"23:07:52.3806688","svchost.exe","2220","Process Profiling","","SUCCESS","User Time: 1.6250000 seconds, Kernel Time: 1.5937500 seconds, Private Bytes: 3,190,784, Working Set: 9,060,352"
"23:07:52.3806701","svchost.exe","2284","Process Profiling","","SUCCESS","User Time: 0.6718750 seconds, Kernel Time: 0.5781250 seconds, Private Bytes: 3,141,632, Working Set: 11,911,168"
"23:07:52.3806715","svchost.exe","2456","Process Profiling","","SUCCESS","User Time: 2.0781250 seconds, Kernel Time: 3.1250000 seconds, Private Bytes: 4,526,080, Working Set: 8,986,624"
"23:07:52.3806728","svchost.exe","2464","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 1,740,800, Working Set: 5,689,344"
"23:07:52.3806741","svchost.exe","2484","Process Profiling","","SUCCESS","User Time: 0.3750000 seconds, Kernel Time: 0.3593750 seconds, Private Bytes: 4,374,528, Working Set: 14,196,736"
"23:07:52.3806759","svchost.exe","2540","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 2,019,328, Working Set: 9,306,112"
"23:07:52.3806777","svchost.exe","2568","Process Profiling","","SUCCESS","User Time: 9.3437500 seconds, Kernel Time: 8.1250000 seconds, Private Bytes: 10,711,040, Working Set: 20,402,176"
